Index Name,Date,Open,High,Low,Close
NIFTY 50,2024-01-16,18268.9,18338.1,18202.4,18321.15
NIFTY 50,2024-01-17,18368.35,18508.55,18333.15,18499.35
NIFTY 50,2024-01-18,18619.15,18641.2,18581.25,18598.65
NIFTY 50,2024-01-19,18606.65,18662.45,18575.5,18633.85
NIFTY 50,2024-01-20,18594.2,18603.9,18483.85,18534.4
NIFTY 50,2024-01-21,18579.4,18580.3,18464.55,18487.75
NIFTY 50,2024-01-22,18550.85,18573.7,18478.4,18534.1
NIFTY 50,2024-01-23,18612,18640.15,18582.8,18593.85
NIFTY 50,2024-01-24,18600.8,18622.75,18531.6,18599
NIFTY 50,2024-01-25,18665.6,18738.95,18636,18726.4
NIFTY 50,2024-01-26,18725.35,18777.9,18615.6,18634.55
NIFTY 50,2024-01-27,18655.9,18676.65,18555.4,18563.4
NIFTY 50,2024-01-28,18595.05,18633.6,18559.75,18601.5
NIFTY 50,2024-01-29,18631.8,18728.9,18631.8,18716.15
NIFTY 50,2024-01-30,18744.6,18769.7,18690,18755.9
NIFTY 50,2024-01-31,18774.45,18794.1,18669.05,18688.1
NIFTY 50,2024-02-01,18723.3,18864.7,18710.5,18826
NIFTY 50,2024-02-02,18873.3,18881.45,18719.15,18755.45
NIFTY 50,2024-02-03,18752.35,18839.7,18660.65,18816.7
NIFTY 50,2024-02-04,18849.4,18875.9,18794.85,18856.85
NIFTY 50,2024-02-05,18853.6,18886.6,18759.5,18771.25
NIFTY 50,2024-02-06,18741.85,18756.4,18647.1,18665.5
NIFTY 50,2024-02-07,18682.35,18722.05,18646.7,18691.2
NIFTY 50,2024-02-08,18748.55,18829.25,18714.25,18817.4
NIFTY 50,2024-02-09,18908.15,19011.25,18861.35,18972.1
NIFTY 50,2024-02-10,19076.85,19201.7,19024.6,19189.05
NIFTY 50,2024-02-11,19246.5,19345.1,19234.4,19322.55
NIFTY 50,2024-02-12,19406.6,19434.15,19300,19389
NIFTY 50,2024-02-13,19405.95,19421.6,19339.6,19398.5
NIFTY 50,2024-02-14,19385.7,19512.2,19373,19497.3
NIFTY 50,2024-02-15,19422.8,19523.6,19303.6,19331.8
NIFTY 50,2024-02-16,19400.35,19435.85,19327.1,19355.9
NIFTY 50,2024-02-17,19427.1,19515.1,19406.45,19439.4
NIFTY 50,2024-02-18,19497.45,19507.7,19361.75,19384.3
NIFTY 50,2024-02-19,19495.2,19567,19385.8,19413.75
NIFTY 50,2024-02-20,19493.45,19595.35,19433.5,19564.5
NIFTY 50,2024-02-21,19612.15,19731.85,19562.95,19711.45
NIFTY 50,2024-02-22,19787.5,19819.45,19690.2,19749.25
NIFTY 50,2024-02-23,19802.95,19851.7,19727.45,19833.15
NIFTY 50,2024-02-24,19831.7,19991.85,19758.4,19979.15
NIFTY 50,2024-02-25,19800.45,19887.4,19700,19745
NIFTY 50,2024-02-26,19748.45,19782.75,19658.3,19672.35
NIFTY 50,2024-02-27,19729.35,19729.35,19615.95,19680.6
NIFTY 50,2024-02-28,19733.35,19825.6,19716.7,19778.3
NIFTY 50,2024-02-29,19850.9,19867.55,19603.55,19659.9
NIFTY 50,2024-03-01,19659.75,19695.9,19563.1,19646.05
NIFTY 50,2024-03-02,19666.35,19772.75,19597.6,19753.8
NIFTY 50,2024-03-03,19784,19795.6,19704.6,19733.55
NIFTY 50,2024-03-04,19655.4,19678.25,19423.55,19526.55
NIFTY 50,2024-03-05,19463.75,19537.65,19296.45,19381.65
NIFTY 50,2024-03-06,19462.8,19538.85,19436.45,19517
NIFTY 50,2024-03-07,19576.85,19620.45,19524.8,19597.3
NIFTY 50,2024-03-08,19627.2,19634.4,19533.1,19570.85
NIFTY 50,2024-03-09,19578.8,19645.5,19467.5,19632.55
NIFTY 50,2024-03-10,19605.55,19623.6,19495.4,19543.1
